EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,año_x,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,año_y,JobInvolvement,PerformanceRating,año_x,Unnamed: 0,Attrition,retirementType,resignationReason,año_y
3167,1.0,4.0,4.0,2015,31,Travel_Rarely,Sales,1,3,Marketing,Female,2,Sales Executive,Divorced,64650,4.0,17,0,13.0,3,7,5,7,2015,3,3,2015,,,,,
3168,1.0,3.0,2.0,2015,27,Travel_Rarely,Sales,22,4,Medical,Male,1,Sales Representative,Divorced,22060,0.0,14,1,6.0,4,5,0,3,2015,3,3,2015,,,,,
3169,4.0,3.0,2.0,2015,37,Travel_Rarely,Sales,9,4,Marketing,Female,2,Laboratory Technician,Married,20860,4.0,14,0,17.0,3,3,1,0,2015,3,3,2015,,,,,
3170,4.0,2.0,4.0,2015,20,Travel_Rarely,Research & Development,17,4,Medical,Female,1,Sales Representative,Single,22930,1.0,13,2,1.0,3,1,0,0,2015,1,3,2015,,,,,
3171,3.0,4.0,3.0,2015,42,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,2,Manufacturing Director,Married,26450,1.0,15,0,10.0,5,10,2,2,2015,3,3,2015,,,,,
3172,2.0,4.0,2.0,2015,43,Travel_Rarely,Research & Development,10,5,Technical Degree,Female,2,Sales Executive,Divorced,26830,4.0,11,0,21.0,3,1,0,0,2015,3,3,2015,,,,,
3173,3.0,1.0,2.0,2015,38,Travel_Rarely,Human Resources,2,4,Medical,Male,1,Human Resources,Single,20140,3.0,17,1,8.0,5,0,0,0,2015,4,3,2015,,,,,
3174,4.0,3.0,3.0,2015,43,Travel_Frequently,Sales,4,3,Medical,Female,2,Healthcare Representative,Divorced,34190,3.0,11,1,10.0,5,8,4,7,2015,3,3,2015,,,,,
3175,4.0,1.0,1.0,2015,48,Travel_Rarely,Research & Development,8,1,Medical,Male,2,Laboratory Technician,Married,53760,7.0,13,1,21.0,3,3,0,2,2015,4,3,2015,,,,,
3176,1.0,3.0,4.0,2015,44,Travel_Rarely,Sales,29,4,Marketing,Male,2,Sales Executive,Single,19510,4.0,22,3,10.0,4,2,0,2,2015,4,4,2015,,,,,
3177,3.0,3.0,3.0,2015,34,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,1,Laboratory Technician,Divorced,23410,1.0,20,2,8.0,3,8,0,6,2015,2,4,2015,,,,,
3178,3.0,1.0,3.0,2015,27,Travel_Rarely,Sales,27,3,Life Sciences,Male,2,Research Scientist,Divorced,22930,0.0,18,0,5.0,0,4,0,2,2015,3,3,2015,510.0,Yes,Fired,desconocido,2016
3179,3.0,3.0,3.0,2015,21,Travel_Rarely,Sales,16,2,Life Sciences,Male,3,Sales Executive,Single,87260,1.0,11,1,3.0,2,3,1,2,2015,1,3,2015,,,,,
3180,4.0,4.0,4.0,2015,44,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,1,Laboratory Technician,Married,40110,4.0,14,1,26.0,2,2,0,1,2015,3,3,2015,,,,,
3181,1.0,3.0,3.0,2015,22,Travel_Rarely,Research & Development,2,2,Medical,Female,2,Laboratory Technician,Married,195450,0.0,14,0,3.0,3,2,2,2,2015,2,3,2015,,,,,
3182,3.0,3.0,3.0,2015,33,Travel_Rarely,Sales,13,4,Marketing,Female,2,Manufacturing Director,Divorced,45680,0.0,18,1,6.0,2,5,1,2,2015,3,3,2015,,,,,
3183,1.0,4.0,2.0,2015,32,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,1,Healthcare Representative,Married,30220,1.0,16,1,6.0,3,6,0,5,2015,3,3,2015,,,,,
3184,3.0,3.0,3.0,2015,30,Travel_Frequently,Research & Development,4,5,Technical Degree,Male,3,Manager,Divorced,57720,1.0,17,0,1.0,3,1,0,0,2015,3,3,2015,,,,,
3185,4.0,1.0,4.0,2015,53,Travel_Rarely,Research & Development,24,3,Other,Female,3,Manager,Single,22690,7.0,11,1,18.0,2,14,8,10,2015,2,3,2015,,,,,
3186,2.0,4.0,2.0,2015,34,Travel_Rarely,Research & Development,1,5,Medical,Male,1,Research Scientist,Married,53810,1.0,12,0,10.0,0,10,8,8,2015,3,3,2015,,,,,
3187,1.0,1.0,3.0,2015,45,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,3,Research Director,Married,34410,2.0,13,1,5.0,5,1,0,0,2015,3,3,2015,511.0,Yes,Resignation,Others,2016
3188,3.0,4.0,3.0,2015,26,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,1,Manufacturing Director,Married,54540,1.0,13,1,3.0,5,3,0,2,2015,4,3,2015,,,,,
3189,3.0,3.0,3.0,2015,37,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Manager,Married,98840,1.0,14,0,10.0,3,10,7,8,2015,2,3,2015,,,,,
3190,2.0,3.0,2.0,2015,29,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Healthcare Representative,Married,41570,1.0,17,3,6.0,2,6,1,2,2015,3,3,2015,,,,,
3191,2.0,4.0,3.0,2015,35,Travel_Rarely,Research & Development,10,5,Medical,Female,4,Laboratory Technician,Single,134580,1.0,11,0,17.0,3,17,11,8,2015,3,3,2015,,,,,
3192,3.0,4.0,1.0,2015,33,Travel_Frequently,Research & Development,8,3,Technical Degree,Male,2,Laboratory Technician,Divorced,90690,3.0,25,1,15.0,3,13,4,7,2015,3,4,2015,,,,,
3193,3.0,2.0,4.0,2015,54,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,2,Sales Executive,Married,40140,2.0,19,1,16.0,4,9,7,1,2015,2,3,2015,,,,,
3194,2.0,2.0,3.0,2015,36,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Research Scientist,Divorced,59150,2.0,13,1,13.0,3,3,0,2,2015,2,3,2015,,,,,
3195,1.0,4.0,3.0,2015,27,Travel_Rarely,Sales,9,3,Marketing,Male,5,Research Director,Single,59930,0.0,14,1,5.0,3,4,1,1,2015,1,3,2015,,,,,
3196,4.0,3.0,3.0,2015,20,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,5,Sales Representative,Single,61620,1.0,12,3,1.0,2,1,1,1,2015,2,3,2015,512.0,Yes,Resignation,Salary,2016
3197,1.0,1.0,3.0,2015,33,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060,1.0,11,0,10.0,3,10,9,7,2015,3,3,2015,513.0,Yes,Resignation,Others,2016
3198,3.0,3.0,3.0,2015,35,Non-Travel,Research & Development,2,1,Medical,Male,1,Research Scientist,Married,187400,1.0,19,1,1.0,2,1,0,0,2015,4,3,2015,,,,,
3199,1.0,1.0,4.0,2015,23,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Healthcare Representative,Married,76370,2.0,11,1,5.0,3,3,0,2,2015,3,3,2015,,,,,
3200,4.0,2.0,3.0,2015,25,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Manufacturing Director,Married,100960,0.0,11,1,4.0,3,3,1,2,2015,3,3,2015,,,,,
3201,4.0,4.0,3.0,2015,38,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,5,Research Scientist,Single,147560,0.0,20,1,8.0,3,7,0,5,2015,2,4,2015,,,,,
3202,2.0,4.0,3.0,2015,29,Travel_Frequently,Sales,2,4,Life Sciences,Male,4,Healthcare Representative,Divorced,64990,1.0,18,3,10.0,3,10,2,8,2015,2,3,2015,,,,,
3203,2.0,2.0,3.0,2015,48,Travel_Rarely,Research & Development,16,3,Technical Degree,Male,1,Sales Executive,Married,97240,3.0,13,0,12.0,2,2,2,2,2015,4,3,2015,,,,,
3204,4.0,4.0,3.0,2015,27,Travel_Frequently,Sales,4,3,Technical Degree,Male,5,Laboratory Technician,Divorced,21940,1.0,12,0,6.0,5,6,0,4,2015,3,3,2015,,,,,
3205,4.0,4.0,3.0,2015,37,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,3,Manager,Single,33880,3.0,11,0,4.0,2,1,0,0,2015,4,3,2015,,,,,
3206,4.0,3.0,3.0,2015,50,Travel_Rarely,Sales,5,3,Medical,Male,1,Laboratory Technician,Married,54730,1.0,19,1,20.0,2,20,3,8,2015,4,3,2015,,,,,
3207,4.0,2.0,4.0,2015,34,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Healthcare Representative,Single,27030,1.0,21,1,9.0,2,8,7,7,2015,3,4,2015,,,,,
3208,1.0,3.0,3.0,2015,24,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Healthcare Representative,Single,25010,9.0,12,0,4.0,3,2,2,0,2015,1,3,2015,514.0,Yes,Resignation,Stress,2016
3209,4.0,3.0,3.0,2015,39,Travel_Rarely,Research & Development,12,5,Medical,Female,1,Sales Representative,Single,62200,1.0,14,2,20.0,2,20,11,10,2015,3,3,2015,,,,,
3210,4.0,4.0,2.0,2015,32,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,5,Research Scientist,Single,30380,1.0,11,0,10.0,5,10,0,8,2015,1,3,2015,,,,,
3211,2.0,3.0,3.0,2015,50,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240,3.0,14,1,18.0,2,4,1,3,2015,2,3,2015,515.0,Yes,Resignation,Others,2016
3212,2.0,4.0,2.0,2015,38,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,1,Sales Executive,Single,43120,0.0,12,1,10.0,2,9,1,8,2015,2,3,2015,,,,,
3213,3.0,1.0,3.0,2015,27,Travel_Rarely,Research & Development,10,3,Medical,Male,5,Research Scientist,Married,132450,1.0,23,1,9.0,3,9,0,7,2015,2,4,2015,,,,,
3214,3.0,4.0,3.0,2015,32,Travel_Rarely,Sales,1,3,Medical,Male,2,Sales Executive,Single,136640,3.0,14,0,10.0,6,7,7,7,2015,3,3,2015,,,,,
3215,4.0,1.0,3.0,2015,47,Travel_Rarely,Research & Development,2,3,Medical,Female,5,Sales Executive,Single,50210,2.0,17,0,20.0,3,7,1,7,2015,3,3,2015,,,,,
3216,4.0,1.0,3.0,2015,40,Travel_Frequently,Research & Development,3,4,Medical,Female,3,Human Resources,Married,51260,5.0,18,0,20.0,2,18,1,12,2015,3,3,2015,,,,,
3217,3.0,3.0,3.0,2015,53,Travel_Rarely,Research & Development,7,1,Life Sciences,Male,2,Laboratory Technician,Married,28590,3.0,18,1,32.0,2,5,1,3,2015,3,3,2015,,,,,
3218,2.0,4.0,2.0,2015,41,Travel_Rarely,Sales,6,3,Medical,Male,1,Sales Executive,Divorced,102390,3.0,24,3,23.0,3,21,12,6,2015,3,4,2015,,,,,
3219,1.0,1.0,3.0,2015,60,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,5,Laboratory Technician,Single,53290,8.0,20,0,10.0,3,2,2,2,2015,4,4,2015,,,,,
3220,4.0,1.0,2.0,2015,27,Travel_Frequently,Research & Development,29,1,Life Sciences,Male,2,Manufacturing Director,Divorced,43250,1.0,14,0,9.0,2,9,1,7,2015,2,3,2015,,,,,
3221,4.0,3.0,3.0,2015,41,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Manufacturing Director,Married,72600,1.0,16,0,22.0,2,22,2,10,2015,3,3,2015,,,,,
3222,4.0,2.0,3.0,2015,50,Travel_Rarely,Sales,9,3,Life Sciences,Male,2,Research Scientist,Married,23220,7.0,25,1,4.0,0,2,2,2,2015,4,4,2015,,,,,
3223,1.0,2.0,3.0,2015,28,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20750,7.0,18,3,10.0,0,7,3,7,2015,2,3,2015,516.0,Yes,Fired,desconocido,2016
3224,1.0,1.0,3.0,2015,36,Non-Travel,Research & Development,10,4,Technical Degree,Female,2,Research Scientist,Married,41520,9.0,19,1,10.0,3,8,0,5,2015,3,3,2015,,,,,
3225,3.0,3.0,4.0,2015,38,Travel_Rarely,Research & Development,1,3,Medical,Female,3,Manager,Single,96190,4.0,13,1,10.0,2,1,0,0,2015,3,3,2015,,,,,
3226,1.0,3.0,3.0,2015,44,Non-Travel,Research & Development,8,2,Life Sciences,Male,1,Research Scientist,Single,135030,2.0,12,0,9.0,6,5,1,4,2015,2,3,2015,,,,,
3227,4.0,3.0,2.0,2015,47,Travel_Frequently,Research & Development,27,3,Life Sciences,Male,1,Research Scientist,Divorced,54410,9.0,22,1,28.0,6,22,11,13,2015,2,4,2015,,,,,
3228,3.0,4.0,2.0,2015,30,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Sales Executive,Divorced,52090,7.0,14,1,10.0,3,8,7,7,2015,3,3,2015,,,,,
3229,3.0,3.0,3.0,2015,29,Travel_Rarely,Research & Development,1,2,Medical,Female,1,Sales Executive,Single,106730,1.0,13,3,1.0,2,1,0,0,2015,3,3,2015,,,,,
3230,3.0,3.0,3.0,2015,42,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,1,Sales Executive,Divorced,50100,6.0,21,3,7.0,3,2,2,2,2015,3,4,2015,517.0,Yes,Resignation,Others,2016
3231,4.0,4.0,3.0,2015,43,Travel_Frequently,Research & Development,26,1,Life Sciences,Male,1,Laboratory Technician,Married,135490,3.0,11,2,7.0,3,2,2,2,2015,3,3,2015,,,,,
3232,2.0,3.0,3.0,2015,34,Travel_Rarely,Research & Development,2,5,Technical Degree,Male,2,Healthcare Representative,Single,49990,3.0,12,2,10.0,2,5,4,3,2015,4,3,2015,,,,,
3233,2.0,1.0,4.0,2015,23,Travel_Rarely,Sales,13,3,Marketing,Male,5,Sales Executive,Married,42210,1.0,11,1,5.0,4,4,0,2,2015,3,3,2015,,,,,
3234,3.0,2.0,1.0,2015,39,Travel_Rarely,Sales,2,4,Marketing,Female,4,Healthcare Representative,Married,138720,9.0,12,3,12.0,3,8,3,6,2015,2,3,2015,,,,,
3235,3.0,4.0,2.0,2015,56,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Manager,Married,20420,7.0,12,0,30.0,6,10,1,1,2015,3,3,2015,,,,,
3236,4.0,4.0,2.0,2015,40,Travel_Rarely,Sales,9,3,Marketing,Male,2,Research Scientist,Single,20730,0.0,14,0,5.0,3,4,2,3,2015,3,3,2015,,,,,
3237,4.0,1.0,1.0,2015,27,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,1,Laboratory Technician,Single,29560,8.0,13,0,9.0,6,7,0,7,2015,3,3,2015,,,,,
3238,4.0,2.0,3.0,2015,29,Travel_Rarely,Sales,20,3,Marketing,Female,2,Manager,Divorced,29260,1.0,15,1,2.0,3,2,2,2,2015,2,3,2015,,,,,
3239,4.0,4.0,3.0,2015,53,Travel_Rarely,Research & Development,9,3,Life Sciences,Female,3,Laboratory Technician,Single,48090,2.0,18,0,19.0,2,2,2,2,2015,3,3,2015,,,,,
3240,4.0,1.0,4.0,2015,35,Non-Travel,Research & Development,5,1,Medical,Male,1,Healthcare Representative,Divorced,51630,2.0,18,2,16.0,4,1,0,0,2015,3,3,2015,,,,,
3241,1.0,4.0,3.0,2015,32,Travel_Frequently,Sales,4,4,Life Sciences,Male,2,Sales Executive,Married,188440,1.0,19,0,10.0,3,10,4,7,2015,1,3,2015,,,,,
3242,4.0,3.0,1.0,2015,38,Travel_Rarely,Sales,10,3,Medical,Male,4,Laboratory Technician,Married,181720,6.0,12,2,6.0,5,1,0,1,2015,3,3,2015,,,,,
3243,2.0,1.0,3.0,2015,34,Travel_Rarely,Research & Development,20,3,Medical,Female,3,Laboratory Technician,Divorced,57440,3.0,19,1,7.0,4,0,0,0,2015,2,3,2015,,,,,
3244,3.0,1.0,4.0,2015,52,Travel_Rarely,Sales,21,5,Technical Degree,Male,3,Manager,Married,28890,1.0,11,1,34.0,2,34,1,16,2015,3,3,2015,,,,,
3245,4.0,4.0,2.0,2015,33,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Laboratory Technician,Single,28710,1.0,17,3,10.0,2,10,7,8,2015,3,3,2015,518.0,Yes,Resignation,Salary,2016
3246,3.0,4.0,2.0,2015,25,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Research Scientist,Single,74840,1.0,15,0,6.0,3,6,1,4,2015,3,3,2015,,,,,
3247,2.0,3.0,3.0,2015,45,Travel_Rarely,Sales,2,3,Life Sciences,Male,3,Healthcare Representative,Single,60740,0.0,14,0,9.0,2,8,3,1,2015,3,3,2015,,,,,
3248,1.0,3.0,3.0,2015,23,Travel_Rarely,Research & Development,23,1,Life Sciences,Female,2,Research Scientist,Single,173280,1.0,17,1,2.0,2,2,0,2,2015,1,3,2015,,,,,
3249,2.0,3.0,3.0,2015,47,Travel_Frequently,Research & Development,4,3,Life Sciences,Male,1,Research Director,Single,27740,4.0,13,1,8.0,2,5,1,3,2015,3,3,2015,519.0,Yes,Resignation,Others,2016
3250,4.0,4.0,3.0,2015,34,Travel_Rarely,Research & Development,12,3,Technical Degree,Male,1,Research Scientist,Single,45050,1.0,12,0,6.0,3,6,1,4,2015,3,3,2015,,,,,
3251,4.0,1.0,3.0,2015,55,Travel_Rarely,Human Resources,7,3,Human Resources,Male,4,Laboratory Technician,Married,74280,5.0,12,0,24.0,2,5,1,4,2015,3,3,2015,520.0,Yes,Resignation,Salary,2016
3252,1.0,1.0,3.0,2015,36,Non-Travel,Research & Development,7,2,Life Sciences,Male,5,Sales Executive,Single,116310,1.0,18,1,10.0,2,10,0,9,2015,1,3,2015,,,,,
3253,4.0,4.0,3.0,2015,52,Non-Travel,Research & Development,1,4,Life Sciences,Male,5,Sales Executive,Married,97380,0.0,18,2,5.0,2,4,1,2,2015,3,3,2015,,,,,
3254,1.0,4.0,3.0,2015,26,Travel_Frequently,Research & Development,2,2,Life Sciences,Male,1,Manufacturing Director,Divorced,28350,3.0,11,1,5.0,2,2,2,0,2015,3,3,2015,,,,,
3255,2.0,3.0,2.0,2015,29,Travel_Rarely,Research & Development,10,2,Medical,Male,3,Manufacturing Director,Married,169590,4.0,14,3,11.0,5,8,1,1,2015,3,3,2015,,,,,
3256,4.0,1.0,2.0,2015,26,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Laboratory Technician,Single,26130,6.0,19,1,6.0,2,4,1,2,2015,3,3,2015,521.0,Yes,Resignation,Salary,2016
3257,2.0,4.0,3.0,2015,34,Travel_Rarely,Research & Development,14,4,Technical Degree,Male,2,Manufacturing Director,Single,61460,2.0,12,0,10.0,3,4,1,3,2015,3,3,2015,,,,,
3258,4.0,1.0,3.0,2015,54,Travel_Rarely,Research & Development,18,4,Medical,Female,2,Laboratory Technician,Divorced,49630,9.0,15,1,9.0,2,5,1,4,2015,3,3,2015,,,,,
3259,3.0,4.0,3.0,2015,27,Travel_Frequently,Research & Development,13,2,Life Sciences,Female,4,Research Scientist,Married,195370,0.0,12,0,5.0,5,4,1,1,2015,3,3,2015,,,,,
3260,4.0,1.0,2.0,2015,37,Travel_Rarely,Sales,2,4,Technical Degree,Male,2,Manufacturing Director,Divorced,61720,0.0,11,0,6.0,1,5,4,3,2015,3,3,2015,,,,,
3261,1.0,1.0,3.0,2015,38,Travel_Frequently,Sales,2,4,Life Sciences,Female,2,Research Scientist,Single,23680,6.0,11,1,17.0,3,15,4,12,2015,3,3,2015,,,,,
3262,3.0,1.0,3.0,2015,34,Travel_Rarely,Sales,2,3,Marketing,Male,1,Sales Representative,Single,103120,1.0,12,0,6.0,2,6,1,3,2015,3,3,2015,,,,,
3263,1.0,4.0,2.0,2015,35,Travel_Rarely,Research & Development,5,4,Medical,Male,3,Manager,Married,16750,1.0,16,0,3.0,6,3,0,2,2015,2,3,2015,,,,,
3264,4.0,3.0,3.0,2015,30,Travel_Rarely,Research & Development,20,3,Medical,Male,1,Laboratory Technician,Married,25230,3.0,13,1,7.0,2,2,0,2,2015,3,3,2015,,,,,
3265,3.0,2.0,3.0,2015,40,Travel_Frequently,Research & Development,10,4,Medical,Male,2,Manufacturing Director,Married,65670,1.0,13,1,8.0,3,8,3,7,2015,4,3,2015,,,,,
3266,3.0,1.0,3.0,2015,34,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,3,Healthcare Representative,Married,47390,5.0,24,2,6.0,2,3,1,2,2015,3,4,2015,,,,,
3267,2.0,4.0,2.0,2015,42,Travel_Frequently,Research & Development,9,4,Medical,Male,1,Manufacturing Director,Divorced,92080,1.0,15,1,24.0,2,24,14,9,2015,4,3,2015,,,,,
3268,3.0,1.0,3.0,2015,23,Travel_Rarely,Sales,2,3,Medical,Female,4,Manufacturing Director,Married,45590,1.0,18,1,1.0,2,0,0,0,2015,2,3,2015,522.0,Yes,Resignation,Others,2016
3269,3.0,2.0,3.0,2015,24,Non-Travel,Sales,1,5,Marketing,Female,1,Manufacturing Director,Divorced,81890,1.0,14,1,1.0,3,1,0,0,2015,3,3,2015,,,,,
3270,4.0,3.0,3.0,2015,52,Travel_Rarely,Research & Development,29,3,Life Sciences,Male,2,Manufacturing Director,Married,29420,8.0,11,1,9.0,1,5,1,4,2015,2,3,2015,,,,,
3271,3.0,3.0,3.0,2015,50,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,2,Sales Executive,Married,49410,5.0,11,1,30.0,3,4,0,3,2015,1,3,2015,,,,,
3272,2.0,1.0,3.0,2015,29,Travel_Rarely,Sales,2,4,Marketing,Female,4,Research Scientist,Married,106500,1.0,13,2,1.0,2,1,0,0,2015,4,3,2015,523.0,Yes,Resignation,Others,2016
3273,3.0,3.0,4.0,2015,33,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,4,Manufacturing Director,Married,59020,0.0,12,1,14.0,2,13,3,7,2015,3,3,2015,,,,,
3274,1.0,1.0,3.0,2015,33,Travel_Rarely,Research & Development,23,5,Life Sciences,Male,1,Human Resources,Single,86390,5.0,16,2,6.0,3,3,0,2,2015,2,3,2015,524.0,Yes,Resignation,Stress,2016
3275,3.0,4.0,2.0,2015,47,Travel_Rarely,Research & Development,6,4,Other,Male,2,Manager,Married,63470,1.0,14,0,26.0,2,26,3,0,2015,4,3,2015,,,,,
3276,3.0,2.0,3.0,2015,36,Travel_Rarely,Sales,6,3,Medical,Female,2,Sales Executive,Married,42000,0.0,22,0,10.0,3,9,0,5,2015,3,4,2015,,,,,
3277,3.0,3.0,3.0,2015,29,Travel_Rarely,Research & Development,10,3,Other,Male,1,Research Scientist,Married,34520,1.0,11,0,10.0,3,10,0,7,2015,2,3,2015,,,,,
3278,4.0,2.0,3.0,2015,58,Travel_Rarely,Research & Development,24,3,Other,Female,2,Research Scientist,Single,43170,7.0,17,0,40.0,2,31,13,8,2015,3,3,2015,525.0,Yes,Resignation,Others,2016
3279,4.0,3.0,3.0,2015,35,Travel_Rarely,Sales,10,4,Marketing,Female,1,Research Scientist,Single,26320,3.0,13,3,7.0,3,2,2,2,2015,4,3,2015,,,,,
3280,4.0,4.0,3.0,2015,42,Travel_Rarely,Sales,15,1,Marketing,Male,2,Laboratory Technician,Married,46680,9.0,18,2,8.0,2,4,0,2,2015,3,3,2015,,,,,
3281,3.0,3.0,2.0,2015,28,Travel_Rarely,Research & Development,19,4,Medical,Female,2,Sales Executive,Single,32040,6.0,16,1,5.0,4,2,2,1,2015,2,3,2015,526.0,Yes,Resignation,Others,2016
3282,3.0,2.0,3.0,2015,36,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Healthcare Representative,Married,27200,4.0,14,1,8.0,3,5,0,4,2015,3,3,2015,,,,,
3283,3.0,3.0,3.0,2015,32,Travel_Rarely,Research & Development,3,1,Medical,Male,2,Manufacturing Director,Married,171810,1.0,14,0,14.0,2,14,6,8,2015,2,3,2015,,,,,
3284,1.0,3.0,3.0,2015,40,Travel_Frequently,Sales,9,3,Marketing,Male,3,Manufacturing Director,Single,22380,6.0,14,0,10.0,3,1,0,0,2015,3,3,2015,,,,,
3285,3.0,4.0,2.0,2015,30,Travel_Rarely,Research & Development,7,3,Technical Degree,Male,2,Research Director,Single,14830,5.0,13,0,12.0,3,0,0,0,2015,3,3,2015,,,,,
3286,2.0,3.0,3.0,2015,45,Travel_Rarely,Research & Development,10,4,Life Sciences,Male,1,Research Director,Single,56050,1.0,12,2,1.0,2,1,0,0,2015,3,3,2015,,,,,
3287,2.0,2.0,2.0,2015,42,Travel_Rarely,Research & Development,20,2,Medical,Male,2,Sales Representative,Married,72950,1.0,15,0,10.0,3,9,7,8,2015,3,3,2015,,,,,
3288,1.0,1.0,2.0,2015,38,Travel_Frequently,Sales,4,3,Medical,Male,2,Research Scientist,Divorced,23060,2.0,19,1,13.0,5,4,1,2,2015,3,3,2015,,,,,
3289,3.0,4.0,3.0,2015,34,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,3,Laboratory Technician,Single,23480,1.0,14,1,6.0,3,5,1,3,2015,3,3,2015,,,,,
3290,3.0,4.0,4.0,2015,49,Travel_Rarely,Sales,7,2,Life Sciences,Female,2,Healthcare Representative,Married,89980,1.0,14,2,9.0,2,9,7,7,2015,4,3,2015,527.0,Yes,Resignation,Stress,2016
3291,3.0,4.0,2.0,2015,55,Travel_Rarely,Human Resources,16,3,Technical Degree,Male,4,Manufacturing Director,Single,43190,4.0,11,0,12.0,3,9,7,3,2015,4,3,2015,528.0,Yes,Resignation,Others,2016
3292,2.0,1.0,3.0,2015,43,Travel_Rarely,Research & Development,25,2,Medical,Male,2,Healthcare Representative,Married,61320,6.0,13,0,22.0,3,4,1,0,2015,2,3,2015,,,,,
3293,3.0,4.0,3.0,2015,27,Travel_Rarely,Sales,2,4,Medical,Male,2,Manager,Divorced,33460,1.0,21,1,9.0,2,9,0,8,2015,2,4,2015,,,,,
3294,3.0,3.0,4.0,2015,35,Travel_Rarely,Research & Development,1,3,Medical,Male,1,Research Director,Single,108550,3.0,13,1,17.0,2,8,1,6,2015,3,3,2015,,,,,
3295,2.0,2.0,3.0,2015,28,Travel_Rarely,Sales,1,2,Technical Degree,Female,1,Sales Executive,Married,22310,1.0,12,0,8.0,3,8,7,5,2015,2,3,2015,,,,,
3296,3.0,3.0,1.0,2015,34,Travel_Rarely,Sales,2,5,Life Sciences,Male,4,Research Scientist,Married,23230,0.0,17,0,4.0,2,3,0,2,2015,3,3,2015,,,,,
3297,3.0,3.0,3.0,2015,26,Travel_Frequently,Research & Development,22,4,Other,Female,1,Sales Executive,Married,20240,1.0,23,0,8.0,2,8,1,7,2015,3,4,2015,529.0,Yes,Resignation,Salary,2016
3298,4.0,4.0,2.0,2015,27,Non-Travel,Sales,1,3,Technical Degree,Female,1,Sales Executive,Married,27130,1.0,11,0,0.0,2,0,0,0,2015,3,3,2015,,,,,
3299,1.0,3.0,2.0,2015,51,Travel_Rarely,Sales,16,3,Medical,Male,3,Research Scientist,Married,94390,2.0,15,3,29.0,0,20,4,17,2015,3,3,2015,,,,,
3300,4.0,2.0,2.0,2015,44,Travel_Rarely,Sales,24,5,Medical,Female,1,Sales Executive,Single,25660,9.0,11,1,10.0,3,5,2,3,2015,3,3,2015,,,,,
3301,1.0,1.0,2.0,2015,25,Travel_Rarely,Research & Development,17,3,Medical,Male,1,Laboratory Technician,Single,199260,7.0,11,3,6.0,5,4,0,1,2015,4,3,2015,,,,,
3302,1.0,1.0,3.0,2015,33,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,3,Laboratory Technician,Divorced,24510,1.0,13,1,9.0,3,9,0,8,2015,2,3,2015,,,,,
3303,3.0,1.0,2.0,2015,35,Travel_Rarely,Sales,6,4,Medical,Female,2,Manager,Single,94190,1.0,24,1,6.0,5,6,1,1,2015,2,4,2015,,,,,
