EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,JobInvolvement,PerformanceRating,Attrition
3387,4,4,3,35,Travel_Rarely,Sales,1,2,Life Sciences,Female,2,Healthcare Representative,Divorced,109380,6,14,2,2,10,1,3,0
3388,3,3,3,39,Travel_Rarely,Sales,1,1,Marketing,Male,2,Research Scientist,Single,23400,0,11,1,2,8,2,3,0
3389,2,2,2,40,Non-Travel,Research & Development,2,4,Life Sciences,Male,1,Human Resources,Single,65450,4,15,0,2,1,3,3,1
3390,3,3,4,47,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,3,Sales Executive,Divorced,69310,1,11,0,3,19,3,3,0
3391,1,4,3,36,Non-Travel,Sales,28,1,Life Sciences,Male,2,Research Scientist,Divorced,48980,4,13,1,3,7,3,3,0
3392,3,1,3,31,Non-Travel,Research & Development,28,4,Medical,Male,2,Research Scientist,Single,25930,0,21,0,2,3,3,4,1
3393,4,3,3,33,Non-Travel,Sales,15,3,Other,Male,4,Research Director,Single,194360,1,19,2,4,10,3,3,0
3394,4,1,3,29,Travel_Rarely,Human Resources,3,5,Life Sciences,Male,1,Sales Executive,Single,27230,6,11,1,2,0,2,3,1
3395,2,4,3,33,Travel_Rarely,Research & Development,2,2,Technical Degree,Male,2,Laboratory Technician,Single,34790,3,12,0,3,3,3,3,0
3396,4,4,3,45,Travel_Rarely,Research & Development,26,1,Medical,Female,3,Healthcare Representative,Divorced,27940,3,19,1,2,5,3,3,0
3397,4,4,2,50,Travel_Rarely,Sales,10,1,Life Sciences,Female,1,Manufacturing Director,Divorced,52490,9,21,2,2,5,2,4,0
3398,3,2,3,33,Travel_Frequently,Sales,1,3,Marketing,Male,2,Human Resources,Married,21760,1,14,1,2,6,2,3,0
3399,1,3,4,41,Travel_Frequently,Sales,11,3,Other,Male,1,Laboratory Technician,Divorced,168720,2,15,1,2,18,3,3,0
3400,3,2,3,27,Travel_Rarely,Research & Development,20,4,Other,Male,2,Manufacturing Director,Married,34850,9,17,2,2,2,3,3,0
3401,4,1,3,45,Non-Travel,Sales,2,3,Medical,Female,1,Sales Executive,Married,66440,1,12,0,3,9,4,3,0
3402,4,4,3,47,Travel_Rarely,Sales,18,4,Medical,Female,2,Research Scientist,Single,55820,1,16,0,3,9,3,3,0
3403,1,3,3,30,Travel_Rarely,Sales,2,3,Life Sciences,Male,2,Healthcare Representative,Married,40000,4,12,0,5,5,2,3,1
3404,4,3,3,50,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,2,Sales Executive,Married,134960,3,18,1,3,12,3,3,0
3405,3,3,2,38,Travel_Frequently,Research & Development,13,3,Technical Degree,Male,1,Manufacturing Director,Married,32100,0,17,2,5,2,2,3,0
3406,4,3,3,46,Travel_Rarely,Research & Development,28,3,Medical,Female,3,Human Resources,Divorced,190450,6,11,3,2,8,3,3,0
3407,4,3,3,24,Travel_Rarely,Sales,28,3,Life Sciences,Female,1,Healthcare Representative,Divorced,118490,1,16,1,3,4,3,3,0
3409,3,1,3,31,Travel_Frequently,Research & Development,5,2,Technical Degree,Male,2,Sales Executive,Married,65020,1,12,0,3,4,3,3,0
3410,2,4,3,18,Non-Travel,Sales,5,4,Other,Male,2,Manager,Single,32300,1,12,1,3,0,3,3,0
3411,3,3,3,54,Travel_Rarely,Sales,23,3,Medical,Female,1,Laboratory Technician,Married,136030,8,13,1,2,10,3,3,0
3412,3,3,2,35,Travel_Rarely,Research & Development,6,4,Medical,Female,1,Manufacturing Director,Divorced,119960,1,19,2,3,16,3,3,0
3413,2,1,2,30,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,5,Healthcare Representative,Married,56050,0,12,1,0,8,2,3,0
3414,4,1,3,20,Travel_Rarely,Research & Development,2,2,Life Sciences,Female,2,Research Scientist,Single,63970,1,17,1,3,1,3,3,1
3415,2,2,3,30,Travel_Frequently,Research & Development,8,4,Medical,Male,1,Sales Executive,Single,191440,0,11,0,3,3,3,3,1
3416,4,4,3,26,Travel_Rarely,Sales,1,3,Marketing,Female,2,Research Scientist,Married,175840,1,20,0,2,8,3,4,0
3417,2,1,2,22,Travel_Rarely,Research & Development,8,3,Other,Male,2,Sales Representative,Married,49070,1,21,1,2,4,3,4,0
3418,1,3,3,48,Travel_Rarely,Human Resources,2,4,Medical,Male,2,Sales Executive,Single,45540,2,11,2,3,2,3,3,0
3419,3,3,3,48,Travel_Rarely,Sales,3,3,Medical,Male,1,Research Director,Single,54150,7,11,1,1,15,3,3,0
3420,4,3,3,41,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Research Scientist,Single,47410,6,16,0,3,2,3,3,0
3421,4,4,3,39,Travel_Rarely,Sales,2,3,Life Sciences,Male,3,Human Resources,Married,21150,1,18,0,3,21,4,3,0
3422,1,4,3,27,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Human Resources,Married,31610,0,13,2,0,3,3,3,0
3423,2,4,2,35,Travel_Rarely,Sales,24,3,Medical,Male,5,Sales Executive,Divorced,57450,1,17,3,4,3,3,3,0
3424,4,3,4,42,Travel_Rarely,Research & Development,23,4,Other,Male,1,Research Scientist,Married,23730,6,14,1,3,1,4,3,0
3425,1,4,3,50,Travel_Rarely,Sales,27,3,Medical,Male,2,Sales Executive,Married,33100,4,22,1,3,1,4,4,0
3426,3,4,3,59,Travel_Rarely,Research & Development,16,4,Medical,Female,5,Laboratory Technician,Single,186650,3,12,0,3,5,2,3,0
3427,1,2,1,37,Travel_Rarely,Sales,15,3,Marketing,Male,2,Laboratory Technician,Married,44850,5,11,1,2,1,4,3,1
3428,3,2,3,55,Travel_Frequently,Research & Development,26,2,Life Sciences,Female,2,Sales Executive,Married,27890,3,13,1,2,8,2,3,0
3429,2,3,3,41,Non-Travel,Research & Development,19,1,Life Sciences,Male,2,Research Scientist,Divorced,58280,1,13,0,0,21,3,3,0
3430,2,4,3,38,Travel_Rarely,Research & Development,24,2,Other,Female,1,Laboratory Technician,Single,23260,8,14,0,3,1,4,3,0
3431,2,1,3,26,Non-Travel,Research & Development,21,1,Life Sciences,Female,1,Manufacturing Director,Single,135250,8,17,1,4,2,2,3,1
3433,4,4,3,44,Travel_Rarely,Research & Development,16,3,Life Sciences,Female,1,Healthcare Representative,Married,80200,3,11,1,2,12,3,3,0
3434,4,3,3,50,Non-Travel,Human Resources,2,2,Life Sciences,Male,1,Laboratory Technician,Married,36880,0,11,0,3,18,2,3,0
3436,4,1,3,39,Travel_Frequently,Sales,11,3,Marketing,Male,1,Sales Executive,Single,160150,1,11,0,3,21,4,3,0
3437,2,4,2,33,Non-Travel,Sales,9,2,Technical Degree,Male,5,Sales Representative,Single,12000,0,11,1,3,2,3,3,0
3438,4,4,4,45,Travel_Rarely,Research & Development,7,2,Other,Male,1,Human Resources,Married,56610,3,12,0,2,9,2,3,0
3439,4,3,3,32,Non-Travel,Research & Development,15,3,Medical,Male,2,Manager,Single,69290,9,20,0,6,8,1,4,0
3440,2,4,2,34,Travel_Rarely,Sales,6,4,Marketing,Male,2,Research Director,Divorced,96130,0,12,1,5,15,2,3,0
3441,2,4,1,59,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,2,Research Scientist,Married,56740,3,12,0,6,6,3,3,0
3442,2,2,3,45,Travel_Rarely,Research & Development,16,1,Medical,Male,2,Sales Executive,Single,54840,1,20,3,6,6,3,4,0
3443,3,2,3,53,Travel_Frequently,Sales,8,2,Medical,Male,2,Research Scientist,Married,120610,2,20,1,2,15,4,4,0
3444,1,3,2,36,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,1,Research Scientist,Divorced,56600,7,12,0,3,1,3,3,1
3445,1,1,3,26,Travel_Frequently,Sales,2,3,Life Sciences,Male,2,Research Scientist,Married,48210,6,14,2,2,3,3,3,1
3446,3,3,3,34,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,1,Sales Representative,Married,64100,1,13,1,5,1,2,3,0
3447,4,2,3,28,Travel_Rarely,Research & Development,10,3,Other,Male,2,Sales Representative,Married,52100,1,15,0,1,1,4,3,0
3448,3,3,3,38,Travel_Frequently,Sales,9,4,Medical,Male,2,Research Scientist,Married,26950,3,14,1,4,2,1,3,0
3449,2,3,2,50,Travel_Rarely,Research & Development,5,4,Life Sciences,Male,1,Sales Executive,Married,118780,2,13,1,2,8,3,3,0
3450,4,2,2,37,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Laboratory Technician,Single,170680,3,23,0,6,4,3,4,0
3451,3,1,2,40,Travel_Rarely,Human Resources,2,3,Medical,Male,5,Sales Executive,Married,24550,1,15,1,2,7,3,3,0
3452,1,3,3,26,Travel_Frequently,Research & Development,3,3,Medical,Male,2,Laboratory Technician,Divorced,139640,1,11,2,1,5,2,3,0
3453,4,4,3,46,Travel_Rarely,Research & Development,2,1,Medical,Female,3,Research Scientist,Divorced,49410,9,13,2,2,2,2,3,0
3454,3,3,3,54,Travel_Rarely,Research & Development,5,3,Medical,Female,2,Manufacturing Director,Married,24780,6,11,0,0,9,3,3,0
3455,1,3,3,56,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,2,Manufacturing Director,Married,52280,2,11,0,4,5,3,3,0
3456,4,4,2,36,Travel_Rarely,Research & Development,4,2,Life Sciences,Female,2,Human Resources,Single,44780,0,18,1,3,14,3,3,0
3457,3,1,4,55,Non-Travel,Research & Development,2,3,Medical,Female,2,Manager,Single,75470,7,16,0,2,9,2,3,0
3458,3,4,3,43,Travel_Rarely,Sales,25,2,Life Sciences,Male,3,Research Scientist,Divorced,50550,5,22,0,2,1,2,4,0
3459,4,4,3,20,Travel_Frequently,Sales,8,3,Marketing,Male,3,Sales Executive,Single,34640,1,20,0,3,2,2,4,1
3460,3,1,2,21,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Manager,Single,57750,1,18,0,2,1,3,3,1
3461,4,1,3,46,Travel_Rarely,Sales,12,3,Marketing,Female,3,Healthcare Representative,Divorced,89430,8,12,1,6,16,3,3,0
3462,1,3,4,51,Travel_Rarely,Sales,23,3,Medical,Female,2,Research Scientist,Married,192720,9,20,0,2,10,3,4,1
3463,2,1,2,28,Non-Travel,Research & Development,19,4,Life Sciences,Female,4,Laboratory Technician,Single,52380,1,17,1,4,10,2,3,1
3464,1,1,3,26,Travel_Rarely,Research & Development,5,4,Medical,Female,2,Sales Executive,Married,46820,1,11,1,3,5,1,3,0
3465,3,1,2,30,Travel_Rarely,Research & Development,8,3,Medical,Female,1,Sales Executive,Married,183000,0,14,0,6,6,3,3,0
3466,2,3,3,41,Travel_Rarely,Sales,1,4,Life Sciences,Female,1,Research Director,Married,52570,1,14,0,2,10,4,3,0
3467,3,3,2,38,Travel_Rarely,Research & Development,5,3,Technical Degree,Male,1,Sales Executive,Married,63490,0,11,0,3,19,3,3,0
3468,1,4,3,40,Travel_Rarely,Sales,1,4,Marketing,Male,1,Sales Executive,Married,48690,4,12,0,2,11,3,3,0
3469,1,3,3,27,Non-Travel,Sales,11,3,Technical Degree,Female,2,Laboratory Technician,Married,99850,1,14,1,3,3,2,3,0
3470,4,2,3,55,Travel_Frequently,Research & Development,23,5,Life Sciences,Male,3,Laboratory Technician,Married,36970,3,13,1,1,3,3,3,0
3471,3,3,4,28,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,2,Healthcare Representative,Single,74570,3,11,2,1,8,4,3,0
3472,2,1,3,44,Travel_Rarely,Research & Development,18,4,Life Sciences,Female,2,Sales Executive,Married,21190,9,15,0,3,20,3,3,1
3473,4,4,3,33,Travel_Rarely,Sales,23,4,Marketing,Female,4,Sales Executive,Divorced,39830,4,12,0,3,3,3,3,0
3474,4,1,3,35,Travel_Rarely,Sales,7,4,Life Sciences,Male,3,Sales Representative,Single,61180,0,21,1,3,8,2,4,1
3475,1,3,3,33,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,1,Sales Executive,Single,62140,1,19,2,3,13,3,3,1
3476,1,3,2,28,Travel_Rarely,Human Resources,1,1,Human Resources,Male,2,Research Scientist,Divorced,63470,1,15,1,2,4,3,3,0
3477,1,4,2,34,Travel_Frequently,Sales,29,4,Marketing,Male,1,Research Scientist,Single,115100,0,14,1,5,6,3,3,0
3478,4,4,3,37,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,4,Sales Executive,Divorced,71430,2,21,0,6,1,2,4,0
3479,4,4,4,25,Travel_Rarely,Human Resources,25,4,Human Resources,Female,2,Research Scientist,Married,82680,1,12,0,3,7,2,3,1
3480,1,3,2,26,Travel_Rarely,Sales,8,2,Marketing,Male,2,Sales Executive,Divorced,80950,1,15,0,3,1,4,3,1
3481,1,2,3,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,4,Manufacturing Director,Single,29040,4,13,0,2,2,3,3,1
3482,4,1,3,42,Travel_Rarely,Research & Development,11,1,Life Sciences,Male,4,Research Scientist,Married,60320,0,14,0,2,22,2,3,0
3484,4,3,3,50,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3,14,0,3,0,3,3,1
3485,4,2,3,33,Travel_Frequently,Sales,9,3,Medical,Female,2,Research Scientist,Married,46490,0,12,0,2,3,2,3,0
3486,3,4,3,34,Non-Travel,Sales,1,1,Marketing,Female,2,Research Director,Married,26960,3,23,0,3,0,3,4,0
3487,1,4,2,48,Non-Travel,Sales,2,1,Life Sciences,Male,2,Sales Executive,Single,23700,2,11,0,3,5,3,3,0
3488,2,3,3,45,Non-Travel,Research & Development,1,3,Medical,Female,2,Human Resources,Married,125040,1,12,1,2,15,3,3,0
3489,2,2,3,52,Travel_Rarely,Sales,1,3,Life Sciences,Male,1,Sales Executive,Single,59740,7,18,1,6,8,3,3,0
3490,3,3,3,38,Travel_Rarely,Research & Development,6,2,Medical,Male,1,Research Scientist,Divorced,47360,0,11,1,3,8,2,3,0
3491,3,4,3,29,Travel_Rarely,Research & Development,8,3,Medical,Female,4,Research Scientist,Divorced,52960,4,14,0,3,7,4,3,0
3492,4,2,2,28,Travel_Rarely,Human Resources,1,3,Human Resources,Female,4,Laboratory Technician,Divorced,67810,0,15,1,2,9,3,3,0
3493,1,3,3,46,Travel_Rarely,Research & Development,6,4,Medical,Male,3,Sales Executive,Married,21740,3,11,1,3,12,3,3,0
3494,4,2,3,38,Travel_Rarely,Research & Development,7,4,Medical,Male,1,Sales Executive,Single,66530,7,20,1,2,1,3,4,0
3495,3,1,3,43,Travel_Frequently,Research & Development,5,3,Medical,Female,2,Laboratory Technician,Married,96990,8,19,1,3,8,3,3,0
3496,1,4,3,39,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7,14,1,2,18,3,3,1
3497,3,3,4,40,Travel_Rarely,Research & Development,1,1,Life Sciences,Male,1,Healthcare Representative,Single,22130,1,17,0,4,20,3,3,0
3498,4,2,4,21,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,1,Research Scientist,Single,26100,1,11,1,3,2,2,3,0
3499,3,2,2,39,Non-Travel,Research & Development,6,3,Life Sciences,Male,1,Laboratory Technician,Single,28510,9,15,0,2,5,3,3,0
3500,1,4,3,36,Non-Travel,Research & Development,1,3,Medical,Male,3,Sales Representative,Single,34520,2,13,3,4,11,4,3,0
3501,3,4,3,31,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,1,Sales Executive,Married,52580,0,14,3,5,2,3,3,0
3502,1,2,1,28,Travel_Rarely,Sales,2,4,Marketing,Male,1,Sales Executive,Married,93550,0,11,0,4,5,3,3,0
3503,4,4,3,35,Travel_Frequently,Research & Development,9,2,Other,Female,1,Manufacturing Director,Divorced,104960,1,13,1,2,5,3,3,0
3504,4,2,3,49,Travel_Rarely,Sales,2,2,Medical,Female,1,Sales Executive,Married,63800,6,23,1,1,9,2,4,0
3505,4,3,2,34,Travel_Frequently,Sales,9,1,Technical Degree,Male,2,Sales Executive,Single,26570,2,13,1,3,3,2,3,0
3506,4,2,2,29,Travel_Frequently,Research & Development,1,4,Medical,Male,3,Research Scientist,Divorced,27160,0,18,0,2,7,1,3,0
3507,2,4,3,42,Travel_Rarely,Sales,21,2,Life Sciences,Female,1,Healthcare Representative,Single,22010,4,12,1,3,1,4,3,0
3508,2,4,2,29,Travel_Rarely,Sales,4,2,Other,Female,2,Healthcare Representative,Married,65400,1,22,0,2,10,1,4,0
3509,3,3,4,38,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Human Resources,Married,38160,1,13,2,2,7,2,3,0
3510,3,3,3,28,Travel_Frequently,Sales,6,4,Life Sciences,Male,1,Manager,Divorced,52530,1,15,0,2,3,3,3,0
3511,3,3,3,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1,18,0,5,0,4,3,1
3512,1,1,3,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0,14,0,2,5,2,3,1
3513,2,4,3,41,Travel_Rarely,Research & Development,4,2,Medical,Male,2,Research Scientist,Married,25430,3,12,0,3,1,3,3,0
3514,3,3,2,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1,17,0,3,2,4,3,1
3515,3,4,3,37,Travel_Rarely,Research & Development,23,3,Life Sciences,Male,3,Manufacturing Director,Divorced,166590,7,16,1,2,6,3,3,0
3516,4,3,3,27,Travel_Rarely,Research & Development,6,2,Medical,Female,1,Healthcare Representative,Married,42600,1,11,2,2,4,3,3,0
3517,2,3,2,34,Travel_Rarely,Sales,1,1,Marketing,Female,2,Laboratory Technician,Married,24760,1,19,0,2,6,3,3,0
3518,3,3,1,35,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,3,Laboratory Technician,Single,31020,1,13,1,3,5,2,3,0
3519,4,1,1,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1,12,3,5,11,1,3,1
3520,2,3,2,40,Travel_Frequently,Research & Development,2,4,Medical,Male,4,Human Resources,Single,75960,9,11,0,0,18,1,3,0
3521,3,1,2,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0,16,0,3,21,1,3,1
3522,2,1,4,42,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,4,Laboratory Technician,Single,30340,7,21,1,3,6,2,4,0
3523,4,3,3,35,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Healthcare Representative,Married,57150,6,24,2,0,8,3,4,0
3524,4,2,3,24,Travel_Rarely,Sales,7,4,Life Sciences,Female,1,Laboratory Technician,Single,25760,8,17,3,3,4,3,3,0
3525,3,4,2,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1,13,0,3,1,1,3,1
3526,1,4,3,26,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Sales Representative,Married,143360,1,21,1,3,8,3,4,0
3527,3,3,3,30,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,1,Manufacturing Director,Married,34480,1,11,0,3,10,3,3,0
3528,3,4,1,40,Travel_Frequently,Research & Development,26,4,Life Sciences,Male,2,Research Scientist,Married,194060,3,20,3,2,1,3,4,0
3529,3,2,4,35,Travel_Rarely,Research & Development,18,5,Medical,Female,2,Research Scientist,Divorced,65380,2,16,1,3,7,3,3,0
3530,4,1,3,34,Travel_Frequently,Research & Development,6,2,Life Sciences,Male,1,Research Director,Single,43060,0,11,0,2,13,3,3,0
3531,4,4,4,35,Travel_Frequently,Research & Development,3,3,Medical,Female,2,Laboratory Technician,Married,22580,1,11,1,2,2,3,3,0
3532,1,3,2,43,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8,15,1,3,4,3,3,1
3533,3,1,3,32,Non-Travel,Research & Development,11,2,Other,Female,2,Research Scientist,Divorced,44870,1,11,0,5,1,2,3,0
3534,4,1,3,56,Travel_Rarely,Research & Development,3,2,Other,Male,2,Healthcare Representative,Divorced,44490,1,15,0,3,5,1,3,0
3535,3,4,3,29,Travel_Rarely,Research & Development,26,1,Life Sciences,Male,1,Laboratory Technician,Married,22180,1,24,1,1,10,3,4,0
3536,3,1,3,19,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,2,Laboratory Technician,Single,191970,1,12,0,2,1,3,3,0
3537,1,3,2,45,Travel_Rarely,Research & Development,22,3,Life Sciences,Female,2,Sales Representative,Married,132120,4,13,0,4,3,3,3,0
3538,4,4,2,37,Travel_Rarely,Research & Development,14,4,Life Sciences,Male,3,Research Scientist,Married,65770,1,13,0,1,14,1,3,0
3539,1,3,2,20,Travel_Rarely,Research & Development,6,3,Medical,Male,5,Research Director,Single,83920,1,17,0,5,2,3,3,0
3540,3,3,3,44,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1,13,1,2,6,1,3,1
3541,4,3,3,53,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,1,Research Director,Divorced,40310,3,12,1,3,7,2,3,0
3542,2,4,2,29,Travel_Rarely,Research & Development,23,3,Medical,Male,1,Sales Executive,Married,79690,0,14,0,3,5,3,3,0
3544,3,1,3,46,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Research Scientist,Married,165550,8,14,2,4,26,3,3,0
3545,4,3,3,44,Non-Travel,Research & Development,20,3,Life Sciences,Male,1,Sales Representative,Single,45560,2,13,0,4,0,3,3,0
3546,2,3,3,33,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,1,Manager,Married,60910,1,15,0,6,5,1,3,0
3547,1,1,1,41,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6,16,0,2,1,4,3,1
3548,3,1,3,30,Travel_Rarely,Sales,20,3,Marketing,Male,3,Sales Executive,Divorced,48100,8,18,0,3,4,2,3,0
3549,2,2,3,40,Travel_Frequently,Sales,9,3,Medical,Male,1,Manufacturing Director,Married,45230,5,16,1,5,0,4,3,0
3550,4,1,3,50,Travel_Frequently,Research & Development,25,4,Life Sciences,Female,2,Healthcare Representative,Married,32020,2,24,1,2,2,3,4,0
3551,4,1,3,28,Travel_Rarely,Research & Development,6,3,Technical Degree,Male,2,Research Scientist,Married,23510,1,16,0,4,6,3,3,0
3552,4,2,3,46,Travel_Rarely,Research & Development,8,4,Other,Male,3,Manager,Married,17020,5,21,0,2,4,3,4,0
3553,3,1,3,35,Travel_Rarely,Sales,4,4,Marketing,Male,1,Laboratory Technician,Married,180410,3,20,1,3,7,2,4,0
3554,4,2,1,24,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1,19,1,5,1,3,3,1
3555,2,3,2,33,Travel_Frequently,Research & Development,9,2,Medical,Female,1,Sales Executive,Married,20970,1,14,2,5,10,2,3,0
3556,3,3,3,36,Travel_Rarely,Research & Development,9,2,Medical,Male,2,Sales Executive,Divorced,119350,1,11,3,6,7,4,3,0
3557,3,3,2,30,Travel_Rarely,Sales,29,3,Marketing,Male,1,Sales Executive,Divorced,25460,1,14,1,2,10,3,3,0
3558,4,4,3,44,Travel_Rarely,Research & Development,3,4,Medical,Male,2,Research Scientist,Single,25640,1,12,3,3,20,1,3,0
3559,3,4,3,20,Travel_Rarely,Research & Development,18,4,Medical,Male,1,Human Resources,Single,84120,1,13,0,2,2,2,3,0
3560,4,4,2,46,Travel_Rarely,Sales,9,1,Medical,Female,1,Sales Executive,Divorced,141180,2,22,0,3,6,3,4,0
3561,4,1,4,42,Non-Travel,Research & Development,5,4,Medical,Male,5,Sales Executive,Married,170460,7,11,0,3,4,2,3,0
3562,2,4,3,60,Travel_Rarely,Sales,2,2,Life Sciences,Male,2,Sales Executive,Divorced,25640,0,14,1,3,11,3,3,0
3563,3,2,3,32,Travel_Frequently,Sales,10,3,Life Sciences,Female,1,Sales Executive,Married,102660,1,11,0,3,2,3,3,0
3564,4,3,3,32,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,2,Research Scientist,Single,50700,4,12,1,6,8,3,3,0
3565,3,1,3,36,Travel_Rarely,Sales,3,2,Marketing,Male,4,Healthcare Representative,Divorced,178610,2,18,0,2,7,2,3,0
3566,1,4,3,33,Travel_Rarely,Sales,26,2,Marketing,Male,1,Research Scientist,Married,42300,0,12,0,0,14,3,3,0
3567,2,2,4,40,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Research Scientist,Divorced,37800,7,12,0,2,5,1,3,0
3568,3,4,3,25,Travel_Rarely,Research & Development,6,2,Medical,Female,1,Laboratory Technician,Single,27680,0,22,1,0,4,3,4,0
3569,4,2,3,30,Travel_Rarely,Sales,9,3,Marketing,Female,1,Research Scientist,Married,90710,0,19,1,2,11,2,3,0
3570,1,1,3,42,Travel_Frequently,Human Resources,8,2,Medical,Male,1,Sales Executive,Married,106480,3,13,1,1,1,3,3,0
3571,3,4,2,35,Non-Travel,Research & Development,1,1,Life Sciences,Male,2,Sales Executive,Married,136100,4,22,2,4,13,2,4,0
3572,1,1,2,27,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,3,Manufacturing Director,Married,34080,1,24,0,2,9,3,4,0
3573,4,3,1,54,Travel_Frequently,Research & Development,9,2,Medical,Male,2,Sales Representative,Divorced,29830,7,14,1,2,5,2,3,0
3574,1,4,3,44,Travel_Rarely,Human Resources,4,4,Life Sciences,Male,5,Laboratory Technician,Married,76320,1,21,0,3,10,3,4,0
3575,1,2,4,19,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1,18,0,2,1,3,3,1
3576,1,4,3,29,Travel_Rarely,Research & Development,19,4,Life Sciences,Male,1,Manufacturing Director,Divorced,99500,1,20,0,3,3,3,4,0
3577,4,4,3,54,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,2,Sales Executive,Married,20930,3,19,0,2,10,3,3,0
3578,3,1,2,31,Travel_Rarely,Research & Development,21,3,Life Sciences,Male,2,Laboratory Technician,Married,99800,1,12,0,1,6,3,3,0
3579,3,1,3,31,Travel_Rarely,Sales,24,1,Marketing,Female,1,Sales Executive,Single,38940,1,12,0,3,10,4,3,0
3580,3,4,3,59,Travel_Rarely,Research & Development,3,4,Technical Degree,Male,1,Research Scientist,Single,40510,5,16,3,3,6,3,3,0
3581,3,4,3,43,Travel_Rarely,Research & Development,11,2,Life Sciences,Male,3,Laboratory Technician,Married,168350,3,17,1,3,8,3,3,0
3582,1,3,4,49,Travel_Rarely,Sales,14,4,Life Sciences,Male,2,Research Scientist,Married,62300,2,14,0,2,1,2,3,0
3583,3,2,2,36,Travel_Frequently,Sales,5,2,Marketing,Female,1,Laboratory Technician,Married,47170,1,19,1,3,11,3,3,0
3584,4,2,2,48,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,2,Laboratory Technician,Single,132370,5,13,1,2,1,4,3,0
3585,1,3,3,27,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,2,Laboratory Technician,Divorced,37550,1,19,0,2,5,3,3,0
3586,3,4,3,29,Travel_Rarely,Sales,17,4,Medical,Male,1,Laboratory Technician,Divorced,65820,1,19,1,3,6,3,3,0
3587,4,4,4,48,Travel_Rarely,Sales,1,1,Marketing,Male,2,Manufacturing Director,Single,74060,6,14,2,2,1,3,3,0
3588,4,4,2,29,Travel_Rarely,Research & Development,3,3,Technical Degree,Female,2,Healthcare Representative,Divorced,48050,3,16,1,2,7,3,3,0
3589,3,3,2,34,Travel_Rarely,Sales,9,4,Medical,Female,2,Laboratory Technician,Married,27410,0,15,1,3,1,3,3,0
